,Train_filename,Gen_filename,Train_duration,Gen_duration,Difference
0,b-4_151-300_163.wav,VTTS_b-4_151-300_163.wav,4060,3587,473
1,b-3_5639-5744_5658.wav,VTTS_b-3_5639-5744_5658.wav,7140,5550,1590
2,b-3_6016-6115_6028.wav,VTTS_b-3_6016-6115_6028.wav,6620,5921,699
3,b-4_2000-5164_3435.wav,VTTS_b-4_2000-5164_3435.wav,4113,3947,166
4,b-3_4607-5008_4801.wav,VTTS_b-3_4607-5008_4801.wav,3770,4098,-328
5,b-2_611-712_669.wav,VTTS_b-2_611-712_669.wav,2140,2763,-623
6,b-4_2000-5164_3522.wav,VTTS_b-4_2000-5164_3522.wav,2640,2508,132
7,b-3_2524-2854_2658.wav,VTTS_b-3_2524-2854_2658.wav,11530,11320,210
8,b-1_2725-2825_2773.wav,VTTS_b-1_2725-2825_2773.wav,2950,2949,1
9,b-3_1321-1568_1498.wav,VTTS_b-3_1321-1568_1498.wav,2340,2252,88
10,b-1_3228-3328_3312.wav,VTTS_b-1_3228-3328_3312.wav,1080,1219,-139
11,b-3_6301-6400_6357.wav,VTTS_b-3_6301-6400_6357.wav,3720,3808,-88
12,b-1_1010-1110_1050.wav,VTTS_b-1_1010-1110_1050.wav,1800,1892,-92
13,b-2_815-916_867.wav,VTTS_b-2_815-916_867.wav,2590,2659,-69
14,b-4_2000-5164_3493.wav,VTTS_b-4_2000-5164_3493.wav,4954,5550,-596
15,b-2_713-814_714.wav,VTTS_b-2_713-814_714.wav,3200,2833,367
16,b-3_3628-3714_3679.wav,VTTS_b-3_3628-3714_3679.wav,6740,7105,-365
17,b-3_6274-6300_6283.wav,VTTS_b-3_6274-6300_6283.wav,2030,1962,68
18,b-4_2000-5164_4338.wav,VTTS_b-4_2000-5164_4338.wav,3463,3437,26
19,b-4_1221-1300_1296.wav,VTTS_b-4_1221-1300_1296.wav,5470,4888,582
20,b-3_5009-5427_5395.wav,VTTS_b-3_5009-5427_5395.wav,7580,8371,-791
21,b-2_1699-1800_1788.wav,VTTS_b-2_1699-1800_1788.wav,2560,2020,540
22,b-2_203-304_230.wav,VTTS_b-2_203-304_230.wav,1270,1207,63
23,b-3_2855-2942_2922.wav,VTTS_b-3_2855-2942_2922.wav,10740,10344,396
24,b-3_5009-5427_5120.wav,VTTS_b-3_5009-5427_5120.wav,6150,5526,624
25,b-3_2524-2854_2677.wav,VTTS_b-3_2524-2854_2677.wav,6250,6072,178
26,b-1_3632-3732_3721.wav,VTTS_b-1_3632-3732_3721.wav,1800,1974,-174
27,b-2_917-1018_960.wav,VTTS_b-2_917-1018_960.wav,4080,4981,-901
28,b-1_478-578_543.wav,VTTS_b-1_478-578_543.wav,4000,4005,-5
29,b-3_3198-3278_3254.wav,VTTS_b-3_3198-3278_3254.wav,7790,7314,476
30,b-1_1414-1514_1440.wav,VTTS_b-1_1414-1514_1440.wav,1740,2287,-547
31,b-1_2422-2522_2424.wav,VTTS_b-1_2422-2522_2424.wav,2740,2485,255
32,b-4_2000-5164_4705.wav,VTTS_b-4_2000-5164_4705.wav,14358,11610,2748
33,b-4_2000-5164_2980.wav,VTTS_b-4_2000-5164_2980.wav,4323,4412,-89
34,b-3_5853-5956_5863.wav,VTTS_b-3_5853-5956_5863.wav,2580,2159,421
35,b-2_1903-2038_1982.wav,VTTS_b-2_1903-2038_1982.wav,5700,3669,2031
36,b-3_4498-4605_4513.wav,VTTS_b-3_4498-4605_4513.wav,10800,10019,781
37,b-4_2000-5164_3048.wav,VTTS_b-4_2000-5164_3048.wav,1501,1416,85
38,b-3_4607-5008_4927.wav,VTTS_b-3_4607-5008_4927.wav,3690,4145,-455
39,b-4_151-300_202.wav,VTTS_b-4_151-300_202.wav,2650,2473,177
40,b-2_305-406_398.wav,VTTS_b-2_305-406_398.wav,4740,3413,1327
41,b-4_2000-5164_4969.wav,VTTS_b-4_2000-5164_4969.wav,5731,5050,681
42,b-3_4607-5008_4946.wav,VTTS_b-3_4607-5008_4946.wav,5180,5840,-660
43,b-3_5853-5956_5912.wav,VTTS_b-3_5853-5956_5912.wav,6040,6188,-148
44,b-3_2434-2523_2519.wav,VTTS_b-3_2434-2523_2519.wav,6580,6815,-235
45,b-4_2000-5164_2319.wav,VTTS_b-4_2000-5164_2319.wav,9640,9555,85
46,b-3_1321-1568_1418.wav,VTTS_b-3_1321-1568_1418.wav,2690,3042,-352
47,b-4_2000-5164_3118.wav,VTTS_b-4_2000-5164_3118.wav,4504,4586,-82
48,b-1_4358-4393_4375.wav,VTTS_b-1_4358-4393_4375.wav,2340,2485,-145
49,b-3_4001-4103_4080.wav,VTTS_b-3_4001-4103_4080.wav,7280,9694,-2414
50,b-3_5745-5852_5762.wav,VTTS_b-3_5745-5852_5762.wav,5030,4772,258
51,b-4_1014-1100_1081.wav,VTTS_b-4_1014-1100_1081.wav,4750,4714,36
52,b-1_2624-2724_2653.wav,VTTS_b-1_2624-2724_2653.wav,1120,1103,17
53,b-1_74-174_112.wav,VTTS_b-1_74-174_112.wav,3360,2833,527
54,b-3_6301-6400_6330.wav,VTTS_b-3_6301-6400_6330.wav,1010,894,116
55,b-3_1321-1568_1439.wav,VTTS_b-3_1321-1568_1439.wav,2850,2926,-76
56,b-2_815-916_892.wav,VTTS_b-2_815-916_892.wav,3210,2635,575
57,b-3_980-1077_1029.wav,VTTS_b-3_980-1077_1029.wav,4660,5422,-762
58,b-2_407-508_409.wav,VTTS_b-2_407-508_409.wav,1380,1300,80
59,b-3_4607-5008_4642.wav,VTTS_b-3_4607-5008_4642.wav,4230,4435,-205
60,b-1_2826-2926_2864.wav,VTTS_b-1_2826-2926_2864.wav,3690,3878,-188
61,b-2_1223-1324_1255.wav,VTTS_b-2_1223-1324_1255.wav,3660,3518,142
62,b-3_1568-1665_1643.wav,VTTS_b-3_1568-1665_1643.wav,5410,4888,522
63,b-3_980-1077_1058.wav,VTTS_b-3_980-1077_1058.wav,7100,6908,192
64,b-1_3329-3429_3330.wav,VTTS_b-1_3329-3429_3330.wav,1160,1265,-105
65,b-3_3538-3627_3544.wav,VTTS_b-3_3538-3627_3544.wav,2160,2078,82
66,b-3_4607-5008_4800.wav,VTTS_b-3_4607-5008_4800.wav,1930,1962,-32
67,b-4_2000-5164_3954.wav,VTTS_b-4_2000-5164_3954.wav,4374,5480,-1106
68,b-3_5009-5427_5214.wav,VTTS_b-3_5009-5427_5214.wav,3450,3599,-149
69,b-4_2000-5164_3148.wav,VTTS_b-4_2000-5164_3148.wav,2034,2009,25
70,b-1_3430-3530_3456.wav,VTTS_b-1_3430-3530_3456.wav,1590,1486,104
71,b-1_1414-1514_1442.wav,VTTS_b-1_1414-1514_1442.wav,1740,1730,10
72,b-2_815-916_893.wav,VTTS_b-2_815-916_893.wav,1300,1347,-47
73,b-2_509-610_572.wav,VTTS_b-2_509-610_572.wav,3520,3866,-346
74,b-1_2018-2118_2058.wav,VTTS_b-1_2018-2118_2058.wav,1900,3100,-1200
75,b-3_4001-4103_4085.wav,VTTS_b-3_4001-4103_4085.wav,6250,5689,561
76,b-3_6701-6800_6724.wav,VTTS_b-3_6701-6800_6724.wav,5000,5178,-178
77,b-1_1313-1413_1379.wav,VTTS_b-1_1313-1413_1379.wav,2850,3170,-320
78,b-1_2220-2320_2317.wav,VTTS_b-1_2220-2320_2317.wav,5340,5387,-47
79,b-2_611-712_631.wav,VTTS_b-2_611-712_631.wav,1620,1660,-40
80,b-1_3733-3833_3802.wav,VTTS_b-1_3733-3833_3802.wav,1480,1335,145
81,b-3_3112-3197_3175.wav,VTTS_b-3_3112-3197_3175.wav,2820,2392,428
82,b-3_2350-2433_2431.wav,VTTS_b-3_2350-2433_2431.wav,5560,6374,-814
83,b-3_2524-2854_2614.wav,VTTS_b-3_2524-2854_2614.wav,5790,4586,1204
84,b-3_6016-6115_6098.wav,VTTS_b-3_6016-6115_6098.wav,1420,1312,108
85,b-3_6116-6215_6135.wav,VTTS_b-3_6116-6215_6135.wav,4340,4841,-501
86,b-4_501-1014_777.wav,VTTS_b-4_501-1014_777.wav,3120,3088,32
87,b-4_1101-1220_1116.wav,VTTS_b-4_1101-1220_1116.wav,2730,2694,36
88,b-2_1223-1324_1275.wav,VTTS_b-2_1223-1324_1275.wav,1540,1486,54
89,b-3_4607-5008_4658.wav,VTTS_b-3_4607-5008_4658.wav,6620,6908,-288
90,b-2_509-610_562.wav,VTTS_b-2_509-610_562.wav,1360,1451,-91
91,b-4_2000-5164_2402.wav,VTTS_b-4_2000-5164_2402.wav,4100,3553,547
92,b-3_3279-3363_3362.wav,VTTS_b-3_3279-3363_3362.wav,7320,7221,99
93,b-3_1321-1568_1515.wav,VTTS_b-3_1321-1568_1515.wav,6750,7012,-262
94,b-1_1414-1514_1451.wav,VTTS_b-1_1414-1514_1451.wav,1730,1788,-58
95,b-3_6900-7016_6950.wav,VTTS_b-3_6900-7016_6950.wav,4380,4505,-125
96,b-1_3430-3530_3487.wav,VTTS_b-1_3430-3530_3487.wav,2090,1858,232
97,b-3_4607-5008_4712.wav,VTTS_b-3_4607-5008_4712.wav,5980,5921,59
98,b-1_2927-3025_2983.wav,VTTS_b-1_2927-3025_2983.wav,1410,1521,-111
99,b-4_2000-5164_4973.wav,VTTS_b-4_2000-5164_4973.wav,6988,6478,510
100,b-2_509-610_524.wav,VTTS_b-2_509-610_524.wav,2200,2705,-505
101,b-4_1014-1100_1071.wav,VTTS_b-4_1014-1100_1071.wav,2280,1985,295
102,b-4_2000-5164_4677.wav,VTTS_b-4_2000-5164_4677.wav,3779,3599,180
103,b-3_5009-5427_5428.wav,VTTS_b-3_5009-5427_5428.wav,9720,10182,-462
104,b-1_478-578_558.wav,VTTS_b-1_478-578_558.wav,1800,2078,-278
105,b-4_1-52_28.wav,VTTS_b-4_1-52_28.wav,9160,8870,290
106,b-2_203-304_206.wav,VTTS_b-2_203-304_206.wav,2080,2426,-346
107,b-3_2855-2942_2900.wav,VTTS_b-3_2855-2942_2900.wav,5780,6455,-675
108,b-4_2000-5164_2375.wav,VTTS_b-4_2000-5164_2375.wav,5560,5143,417
109,b-1_1515-1615_1524.wav,VTTS_b-1_1515-1615_1524.wav,2490,1962,528
110,b-3_1079-1320_1288.wav,VTTS_b-3_1079-1320_1288.wav,5330,5399,-69
111,b-1_3834-3934_3863.wav,VTTS_b-1_3834-3934_3863.wav,1130,1068,62
112,b-4_2000-5164_3387.wav,VTTS_b-4_2000-5164_3387.wav,1830,1974,-144
113,b-4_2000-5164_4957.wav,VTTS_b-4_2000-5164_4957.wav,3188,3077,111
114,b-1_3127-3227_3162.wav,VTTS_b-1_3127-3227_3162.wav,2970,4122,-1152
115,b-3_980-1077_1016.wav,VTTS_b-3_980-1077_1016.wav,3080,2868,212
116,b-4_1101-1220_1201.wav,VTTS_b-4_1101-1220_1201.wav,4860,5782,-922
117,b-2_2413-2500_2430.wav,VTTS_b-2_2413-2500_2430.wav,2950,3077,-127
118,b-4_2000-5164_2706.wav,VTTS_b-4_2000-5164_2706.wav,3510,3971,-461
119,b-3_3628-3714_3708.wav,VTTS_b-3_3628-3714_3708.wav,5920,4807,1113
120,b-3_5009-5427_5118.wav,VTTS_b-3_5009-5427_5118.wav,4920,5062,-142
121,b-3_5428-5533_5446.wav,VTTS_b-3_5428-5533_5446.wav,2910,2937,-27
122,b-1_2523-2623_2546.wav,VTTS_b-1_2523-2623_2546.wav,1810,1614,196
123,b-3_4498-4605_4538.wav,VTTS_b-3_4498-4605_4538.wav,2680,2763,-83
124,b-4_2000-5164_4774.wav,VTTS_b-4_2000-5164_4774.wav,3399,3704,-305
125,b-3_6116-6215_6152.wav,VTTS_b-3_6116-6215_6152.wav,4050,4052,-2
126,b-1_4358-4393_4368.wav,VTTS_b-1_4358-4393_4368.wav,4400,4876,-476
127,b-1_2523-2623_2581.wav,VTTS_b-1_2523-2623_2581.wav,2350,2705,-355
128,b-1_2018-2118_2108.wav,VTTS_b-1_2018-2118_2108.wav,2200,2090,110
129,b-3_5428-5533_5457.wav,VTTS_b-3_5428-5533_5457.wav,5970,6850,-880
130,b-3_6301-6400_6397.wav,VTTS_b-3_6301-6400_6397.wav,5660,5538,122
131,b-3_2434-2523_2485.wav,VTTS_b-3_2434-2523_2485.wav,6200,11308,-5108
132,b-4_2000-5164_3699.wav,VTTS_b-4_2000-5164_3699.wav,2684,2287,397
133,b-1_1313-1413_1332.wav,VTTS_b-1_1313-1413_1332.wav,3860,3634,226
134,b-3_5428-5533_5522.wav,VTTS_b-3_5428-5533_5522.wav,10890,10147,743
135,b-4_2000-5164_4495.wav,VTTS_b-4_2000-5164_4495.wav,4917,4911,6
136,b-1_2927-3025_3000.wav,VTTS_b-1_2927-3025_3000.wav,2290,2322,-32
137,b-1_794-1009_1005.wav,VTTS_b-1_794-1009_1005.wav,2670,2705,-35
138,b-3_4104-4206_4108.wav,VTTS_b-3_4104-4206_4108.wav,11390,10310,1080
139,b-4_1506-1600_1595.wav,VTTS_b-4_1506-1600_1595.wav,5640,4807,833
140,b-1_2018-2118_2018.wav,VTTS_b-1_2018-2118_2018.wav,5560,5283,277
141,b-1_276-376_375.wav,VTTS_b-1_276-376_375.wav,2580,2670,-90
142,b-2_203-304_203.wav,VTTS_b-2_203-304_203.wav,1710,2055,-345
143,b-4_2000-5164_4219.wav,VTTS_b-4_2000-5164_4219.wav,3918,4714,-796
144,b-1_579-649_624.wav,VTTS_b-1_579-649_624.wav,2420,2798,-378
145,b-3_2524-2854_2594.wav,VTTS_b-3_2524-2854_2594.wav,8700,8046,654
146,b-3_2524-2854_2786.wav,VTTS_b-3_2524-2854_2786.wav,8320,8475,-155
147,b-3_4607-5008_4699.wav,VTTS_b-3_4607-5008_4699.wav,4560,4969,-409
148,b-3_1960-2000_1988.wav,VTTS_b-3_1960-2000_1988.wav,5420,5155,265
149,b-4_2000-5164_3996.wav,VTTS_b-4_2000-5164_3996.wav,6814,6954,-140
150,b-2_2209-2310_2218.wav,VTTS_b-2_2209-2310_2218.wav,1580,1509,71
151,b-1_579-649_605.wav,VTTS_b-1_579-649_605.wav,4880,4772,108
152,b-1_478-578_494.wav,VTTS_b-1_478-578_494.wav,1430,1231,199
153,b-4_2000-5164_4531.wav,VTTS_b-4_2000-5164_4531.wav,8469,8231,238
154,b-1_4034-4069_4067.wav,VTTS_b-1_4034-4069_4067.wav,3930,5909,-1979
155,b-3_4607-5008_4909.wav,VTTS_b-3_4607-5008_4909.wav,3940,3796,144
156,b-2_815-916_831.wav,VTTS_b-2_815-916_831.wav,3200,4284,-1084
157,b-2_1427-1562_1508.wav,VTTS_b-2_1427-1562_1508.wav,7070,8185,-1115
158,b-4_1401-1505_1420.wav,VTTS_b-4_1401-1505_1420.wav,3380,3518,-138
159,b-4_2000-5164_2524.wav,VTTS_b-4_2000-5164_2524.wav,1610,1904,-294
160,b-3_6401-6500_6455.wav,VTTS_b-3_6401-6500_6455.wav,3310,3379,-69
161,b-4_2000-5164_2067.wav,VTTS_b-4_2000-5164_2067.wav,3670,3634,36
162,b-3_2000-2088_2060.wav,VTTS_b-3_2000-2088_2060.wav,6270,6444,-174
163,b-3_6217-6274_6266.wav,VTTS_b-3_6217-6274_6266.wav,2380,2310,70
164,b-1_4286-4321_4287.wav,VTTS_b-1_4286-4321_4287.wav,3850,4040,-190
165,b-1_3935-4033_3954.wav,VTTS_b-1_3935-4033_3954.wav,2080,2299,-219
166,b-4_2000-5164_4377.wav,VTTS_b-4_2000-5164_4377.wav,3601,3889,-288
167,b-1_1212-1312_1268.wav,VTTS_b-1_1212-1312_1268.wav,2710,2426,284
168,b-2_2209-2310_2288.wav,VTTS_b-2_2209-2310_2288.wav,3180,2786,394
169,b-1_1616-1716_1699.wav,VTTS_b-1_1616-1716_1699.wav,1480,1393,87
170,b-2_2413-2500_2445.wav,VTTS_b-2_2413-2500_2445.wav,2680,2763,-83
171,b-3_1321-1568_1480.wav,VTTS_b-3_1321-1568_1480.wav,2350,2357,-7
172,b-3_2350-2433_2388.wav,VTTS_b-3_2350-2433_2388.wav,4030,3413,617
173,b-4_2000-5164_4926.wav,VTTS_b-4_2000-5164_4926.wav,6639,6072,567
174,b-3_1321-1568_1522.wav,VTTS_b-3_1321-1568_1522.wav,4400,4052,348
175,b-1_1616-1716_1700.wav,VTTS_b-1_1616-1716_1700.wav,2240,2090,150
176,b-4_501-1014_961.wav,VTTS_b-4_501-1014_961.wav,2150,2101,49
177,b-2_2107-2193_2120.wav,VTTS_b-2_2107-2193_2120.wav,3070,3286,-216
178,b-1_1919-2017_1971.wav,VTTS_b-1_1919-2017_1971.wav,3390,3437,-47
179,b-3_1960-2000_1982.wav,VTTS_b-3_1960-2000_1982.wav,2730,2357,373
180,b-1_3026-3126_3030.wav,VTTS_b-1_3026-3126_3030.wav,1410,1347,63
181,b-4_401-500_424.wav,VTTS_b-4_401-500_424.wav,4220,3750,470
182,b-3_6501-6600_6578.wav,VTTS_b-3_6501-6600_6578.wav,3740,4760,-1020
183,b-3_6016-6115_6065.wav,VTTS_b-3_6016-6115_6065.wav,3170,2775,395
184,b-4_2000-5164_2632.wav,VTTS_b-4_2000-5164_2632.wav,3120,3123,-3
185,b-4_2000-5164_3715.wav,VTTS_b-4_2000-5164_3715.wav,785,662,123
186,b-3_1079-1320_1189.wav,VTTS_b-3_1079-1320_1189.wav,7190,6235,955
187,b-3_5009-5427_5031.wav,VTTS_b-3_5009-5427_5031.wav,4120,3448,672
188,b-3_3803-3888_3884.wav,VTTS_b-3_3803-3888_3884.wav,6080,5387,693
189,b-3_2000-2088_2073.wav,VTTS_b-3_2000-2088_2073.wav,6390,6339,51
190,b-3_980-1077_1077.wav,VTTS_b-3_980-1077_1077.wav,2820,2682,138
191,b-4_2000-5164_2639.wav,VTTS_b-4_2000-5164_2639.wav,2610,2368,242
192,b-3_4315-4424_4366.wav,VTTS_b-3_4315-4424_4366.wav,2400,2009,391
193,b-1_3733-3833_3807.wav,VTTS_b-1_3733-3833_3807.wav,2460,2612,-152
194,b-1_686-793_790.wav,VTTS_b-1_686-793_790.wav,2250,2322,-72
195,b-4_301-400_338.wav,VTTS_b-4_301-400_338.wav,3250,3204,46
196,b-4_2000-5164_4667.wav,VTTS_b-4_2000-5164_4667.wav,2553,2020,533
197,b-1_1212-1312_1253.wav,VTTS_b-1_1212-1312_1253.wav,3010,2844,166
198,b-3_1568-1665_1628.wav,VTTS_b-3_1568-1665_1628.wav,5660,5944,-284
199,b-2_101-202_171.wav,VTTS_b-2_101-202_171.wav,1840,1939,-99
200,b-3_2943-3024_3011.wav,VTTS_b-3_2943-3024_3011.wav,2380,2624,-244
201,b-1_686-793_739.wav,VTTS_b-1_686-793_739.wav,2300,2055,245
202,b-3_3279-3363_3351.wav,VTTS_b-3_3279-3363_3351.wav,11390,9903,1487
203,b-4_151-300_270.wav,VTTS_b-4_151-300_270.wav,3870,5596,-1726
204,b-3_4104-4206_4168.wav,VTTS_b-3_4104-4206_4168.wav,1290,1405,-115
205,b-3_2855-2942_2911.wav,VTTS_b-3_2855-2942_2911.wav,3890,4052,-162
206,b-1_3935-4033_4030.wav,VTTS_b-1_3935-4033_4030.wav,4140,8301,-4161
207,b-3_3025-3111_3077.wav,VTTS_b-3_3025-3111_3077.wav,4090,4191,-101
208,b-2_1903-2038_1975.wav,VTTS_b-2_1903-2038_1975.wav,2850,2937,-87
209,b-3_501-930_715.wav,VTTS_b-3_501-930_715.wav,9130,9868,-738
210,b-3_4207-4314_4275.wav,VTTS_b-3_4207-4314_4275.wav,2180,2148,32
211,b-4_2000-5164_2842.wav,VTTS_b-4_2000-5164_2842.wav,3450,3680,-230
212,b-4_2000-5164_2857.wav,VTTS_b-4_2000-5164_2857.wav,10060,11610,-1550
213,b-3_501-930_506.wav,VTTS_b-3_501-930_506.wav,7280,6618,662
214,b-2_407-508_427.wav,VTTS_b-2_407-508_427.wav,2840,3309,-469
215,b-1_4394-4429_4426.wav,VTTS_b-1_4394-4429_4426.wav,2650,2496,154
216,b-3_4207-4314_4311.wav,VTTS_b-3_4207-4314_4311.wav,4850,4679,171
217,b-4_501-1014_1011.wav,VTTS_b-4_501-1014_1011.wav,1170,1184,-14
218,b-1_650-685_652.wav,VTTS_b-1_650-685_652.wav,4750,4342,408
219,b-4_2000-5164_4587.wav,VTTS_b-4_2000-5164_4587.wav,5401,4656,745
220,b-1_74-174_103.wav,VTTS_b-1_74-174_103.wav,1490,1347,143
221,b-4_2000-5164_4275.wav,VTTS_b-4_2000-5164_4275.wav,2696,2937,-241
222,b-4_2000-5164_5125.wav,VTTS_b-4_2000-5164_5125.wav,2087,1869,218
223,b-3_6701-6800_6730.wav,VTTS_b-3_6701-6800_6730.wav,2200,2206,-6
224,b-1_2725-2825_2796.wav,VTTS_b-1_2725-2825_2796.wav,1400,1416,-16
225,b-3_6601-6700_6618.wav,VTTS_b-3_6601-6700_6618.wav,6440,7999,-1559
226,b-3_5009-5427_5323.wav,VTTS_b-3_5009-5427_5323.wav,4380,8429,-4049
227,b-2_1-100_52.wav,VTTS_b-2_1-100_52.wav,2350,2334,16
228,b-4_1401-1505_1417.wav,VTTS_b-4_1401-1505_1417.wav,3900,3808,92
229,b-3_2524-2854_2660.wav,VTTS_b-3_2524-2854_2660.wav,2490,2810,-320
230,b-3_3803-3888_3809.wav,VTTS_b-3_3803-3888_3809.wav,4960,4296,664
231,b-4_2000-5164_3592.wav,VTTS_b-4_2000-5164_3592.wav,2039,2090,-51
232,b-1_4214-4285_4254.wav,VTTS_b-1_4214-4285_4254.wav,1170,1149,21
233,b-4_2000-5164_2443.wav,VTTS_b-4_2000-5164_2443.wav,5980,6571,-591
234,b-3_6501-6600_6565.wav,VTTS_b-3_6501-6600_6565.wav,1510,1405,105
235,b-3_5533-5638_5617.wav,VTTS_b-3_5533-5638_5617.wav,8050,7755,295
236,b-2_509-610_607.wav,VTTS_b-2_509-610_607.wav,2070,2415,-345
237,b-4_501-1014_517.wav,VTTS_b-4_501-1014_517.wav,1220,1242,-22
238,b-1_3430-3530_3493.wav,VTTS_b-1_3430-3530_3493.wav,1410,1242,168
239,b-1_1010-1110_1079.wav,VTTS_b-1_1010-1110_1079.wav,2260,2252,8
240,b-3_1666-1763_1701.wav,VTTS_b-3_1666-1763_1701.wav,4700,4540,160
241,b-2_713-814_764.wav,VTTS_b-2_713-814_764.wav,2550,2067,483
242,b-4_2000-5164_5116.wav,VTTS_b-4_2000-5164_5116.wav,6037,6420,-383
243,b-3_2000-2088_2057.wav,VTTS_b-3_2000-2088_2057.wav,2560,2148,412
244,b-4_2000-5164_3149.wav,VTTS_b-4_2000-5164_3149.wav,3563,3564,-1
245,b-3_5009-5427_5137.wav,VTTS_b-3_5009-5427_5137.wav,4330,4342,-12
246,b-2_305-406_315.wav,VTTS_b-2_305-406_315.wav,2330,2485,-155
247,b-3_4607-5008_4789.wav,VTTS_b-3_4607-5008_4789.wav,3720,3959,-239
248,b-3_4315-4424_4344.wav,VTTS_b-3_4315-4424_4344.wav,3420,3715,-295
249,b-1_794-1009_999.wav,VTTS_b-1_794-1009_999.wav,3400,3599,-199
250,b-3_4315-4424_4393.wav,VTTS_b-3_4315-4424_4393.wav,7150,6258,892
251,b-3_1321-1568_1415.wav,VTTS_b-3_1321-1568_1415.wav,7740,7744,-4
252,b-3_4607-5008_4871.wav,VTTS_b-3_4607-5008_4871.wav,3970,3982,-12
253,b-3_501-930_577.wav,VTTS_b-3_501-930_577.wav,6490,5329,1161
254,b-3_3889-4000_3892.wav,VTTS_b-3_3889-4000_3892.wav,6700,6966,-266
255,b-1_794-1009_836.wav,VTTS_b-1_794-1009_836.wav,1830,2206,-376
256,b-2_1019-1120_1107.wav,VTTS_b-2_1019-1120_1107.wav,1600,1579,21
257,b-3_6016-6115_6020.wav,VTTS_b-3_6016-6115_6020.wav,7150,5793,1357
258,b-4_2000-5164_4036.wav,VTTS_b-4_2000-5164_4036.wav,4577,4319,258
259,b-4_1707-1813_1752.wav,VTTS_b-4_1707-1813_1752.wav,1850,1486,364
260,b-3_1079-1320_1155.wav,VTTS_b-3_1079-1320_1155.wav,4220,4934,-714
261,b-3_4001-4103_4065.wav,VTTS_b-3_4001-4103_4065.wav,8820,8127,693
262,b-3_2943-3024_2967.wav,VTTS_b-3_2943-3024_2967.wav,3970,4807,-837
263,b-3_5009-5427_5205.wav,VTTS_b-3_5009-5427_5205.wav,7460,10101,-2641
264,b-3_1862-1959_1921.wav,VTTS_b-3_1862-1959_1921.wav,4710,4841,-131
265,b-4_2000-5164_3227.wav,VTTS_b-4_2000-5164_3227.wav,5831,5317,514
266,b-2_1-100_6.wav,VTTS_b-2_1-100_6.wav,5030,6676,-1646
267,b-1_478-578_482.wav,VTTS_b-1_478-578_482.wav,2820,3460,-640
268,b-3_6301-6400_6378.wav,VTTS_b-3_6301-6400_6378.wav,4350,4284,66
269,b-4_2000-5164_2310.wav,VTTS_b-4_2000-5164_2310.wav,6000,7326,-1326
270,b-4_501-1014_1009.wav,VTTS_b-4_501-1014_1009.wav,2690,2786,-96
271,b-4_2000-5164_2743.wav,VTTS_b-4_2000-5164_2743.wav,5640,5712,-72
272,b-1_2220-2320_2234.wav,VTTS_b-1_2220-2320_2234.wav,1250,1335,-85
273,b-3_3538-3627_3587.wav,VTTS_b-3_3538-3627_3587.wav,9620,11610,-1990
274,b-4_2000-5164_2409.wav,VTTS_b-4_2000-5164_2409.wav,5275,5631,-356
275,b-3_6701-6800_6793.wav,VTTS_b-3_6701-6800_6793.wav,7030,5712,1318
276,b-3_5009-5427_5372.wav,VTTS_b-3_5009-5427_5372.wav,4240,4377,-137
277,b-2_611-712_659.wav,VTTS_b-2_611-712_659.wav,4780,5782,-1002
278,b-1_276-376_376.wav,VTTS_b-1_276-376_376.wav,1590,2101,-511
279,b-3_2524-2854_2689.wav,VTTS_b-3_2524-2854_2689.wav,1710,2159,-449
280,b-1_2523-2623_2559.wav,VTTS_b-1_2523-2623_2559.wav,1570,2612,-1042
281,b-1_4178-4213_4188.wav,VTTS_b-1_4178-4213_4188.wav,1900,2403,-503
282,b-3_501-930_866.wav,VTTS_b-3_501-930_866.wav,3410,4005,-595
283,b-3_4607-5008_4986.wav,VTTS_b-3_4607-5008_4986.wav,5170,6072,-902
284,b-3_2524-2854_2645.wav,VTTS_b-3_2524-2854_2645.wav,4190,4029,161
285,b-3_5428-5533_5516.wav,VTTS_b-3_5428-5533_5516.wav,7880,7953,-73
286,b-3_2177-2266_2193.wav,VTTS_b-3_2177-2266_2193.wav,2780,2670,110
287,b-3_1-97_32.wav,VTTS_b-3_1-97_32.wav,1620,1602,18
288,b-1_1111-1211_1196.wav,VTTS_b-1_1111-1211_1196.wav,2400,2403,-3
289,b-3_3628-3714_3630.wav,VTTS_b-3_3628-3714_3630.wav,4420,5793,-1373
290,b-4_2000-5164_2223.wav,VTTS_b-4_2000-5164_2223.wav,2410,2972,-562
291,b-4_1401-1505_1477.wav,VTTS_b-4_1401-1505_1477.wav,4590,4296,294
292,b-4_301-400_375.wav,VTTS_b-4_301-400_375.wav,1750,1567,183
293,b-3_5428-5533_5458.wav,VTTS_b-3_5428-5533_5458.wav,3870,4005,-135
294,b-3_5853-5956_5882.wav,VTTS_b-3_5853-5956_5882.wav,6460,5840,620
295,b-1_74-174_92.wav,VTTS_b-1_74-174_92.wav,3590,4040,-450
296,b-3_501-930_519.wav,VTTS_b-3_501-930_519.wav,6420,7721,-1301
297,b-4_1101-1220_1211.wav,VTTS_b-4_1101-1220_1211.wav,2090,2334,-244
298,b-3_5009-5427_5192.wav,VTTS_b-3_5009-5427_5192.wav,4840,6246,-1406
299,b-3_3025-3111_3027.wav,VTTS_b-3_3025-3111_3027.wav,6280,8313,-2033
